NAME,TYPE,GROUP,LAT,LONG,THUMBNAIL,NOTES,NOTES_NEW,x,y
Rangiroa,Atoll,"French Polynesia, Tuamotu group",-15.1138,-147.6486,http://dpanther2.fiu.edu/worldAtolls/376. Rangiroa.jpg,"Platform area 1762 km2, uplifted 3.5m; lagoon 1592 km2, Dx̄ 45m, Dmax 70 m, renewal time 155 days. Refs: P1, P10, M4.","Platform area 1762 km2, uplifted 3.5m; lagoon 1592 km2, Dx̄ 45m, Dmax 70 m, renewal time 155 days. Refs: P1, P10, M4.",-16436166.968339728,-1702318.6816468618
Arutua,Atoll,"French Polynesia, Tuamotu group",-15.3217,-146.742,http://dpanther2.fiu.edu/worldAtolls/377. Arutua.jpg,"Platform area 575.63 km2, lagoon 516 km2, Dx̄ 35m, Dmax 19m, renewal time 60 days. Refs: Andréfouët & Chauvin 2005; Andréfouët & Pagés 2001; Purdy, 2001.","Platform area 575.63 km2, lagoon 516 km2, Dx̄ 35m, Dmax 19m, renewal time 60 days. Refs: Andréfouët & Chauvin 2005; Andréfouët & Pagés 2001; Purdy, 2001.",-16335244.717986548,-1726303.023972768
Apataki,Atoll,"French Polynesia, Tuamotu group",-15.4527,-146.3248,http://dpanther2.fiu.edu/worldAtolls/378. Apataki.jpg,"Platform 734.76 km2, lagoon 683km2; Dx̄ 33m, Dmax 50 m, renewal time 101 days. Refs: A5; P1; P10.","Platform 734.76 km2, lagoon 683km2; Dx̄ 33m, Dmax 50 m, renewal time 101 days. Refs: A5; P1; P10.",-16288802.226427594,-1741428.0416291065
Aratika,Atoll,"French Polynesia, Tuamotu group",-15.5392,-145.5294,http://dpanther2.fiu.edu/worldAtolls/379. Aratika.jpg,Platform area 171.32 km2; lagoon 146.76 km2 (Allen Coral Atlas 06/21); Dmax 30m. Refs: A5; P10.,Platform area 171.32 km2; lagoon 146.76 km2 (Allen Coral Atlas 06/21); Dmax 30m. Refs: A5; P10.,-16200258.703450624,-1751420.4077329165
Taiaro,"Closed Atoll, Altered Salinity/Oxygen","French Polynesia, Tuamotu group",-15.7438,-144.6336,http://dpanther2.fiu.edu/worldAtolls/380. Taiaro.jpg,Platform 17.3 km2; lagoon 11.8 km2; uplifted >1 m; salinity 43‰. Dx̄ 15m; Dmax 27m. Renewal time 1761 days. Refs: A1; G1; P1; P10. Private atoll. See also Tetiaroa & Manuhangi,Platform 17.3 km2; lagoon 11.8 km2; uplifted >1 m; salinity 43‰. Dx̄ 15m; Dmax 27m. Renewal time 1761 days. Refs: A1; G1; P1; P10. Private atoll. See also Tetiaroa & Manuhangi,-16100538.70359801,-1775072.2766157137
Kaukura,Closed Atoll,"French Polynesia, Tuamotu group",-15.7563,-146.6987,http://dpanther2.fiu.edu/worldAtolls/381. Kaukura.jpg,"Platform 557.72 km2, uplifted 3.5m. Lagoon 421.74 km (Google Earth 06/21). Refs: Salvat 2009; Andréfouët and Chauvin 2005; Montaggione et al. 1987.","Platform 557.72 km2, uplifted 3.5m. Lagoon 421.74 km (Google Earth 06/21). Refs: Salvat 2009; Andréfouët and Chauvin 2005; Montaggione et al. 1987.",-16330424.5840352,-1776518.0518869997
Fangatau,Closed Atoll,"French Polynesia, Tuamotu group",-15.8262,-140.8618,http://dpanther2.fiu.edu/worldAtolls/383. Fangatau.jpg,Platform area 22.3 km2; lagoon 7.96 km2; Dmax 42m. Refs: Allen Coral Atlas 05/21 (platform); Salvat 2009 (lagoon); Purdy 2001( Dmax).,Platform area 22.3 km2; lagoon 7.96 km2; Dmax 42m. Refs: Allen Coral Atlas 05/21 (platform); Salvat 2009 (lagoon); Purdy 2001( Dmax).,-15680663.848223938,-1784604.4697910314
Kauehi,Atoll,"French Polynesia, Tuamotu group",-15.8772,-145.1562,http://dpanther2.fiu.edu/worldAtolls/384. Kauehi.jpg,"Platform 343 km2; lagoon 315 km2, Dx̄ 50m, Dmax 60m, renewal time 77 days. Refs: A1; P1; P10.","Platform 343 km2; lagoon 315 km2, Dx̄ 50m, Dmax 60m, renewal time 77 days. Refs: A1; P1; P10.",-16158714.269486573,-1790506.1953682173
Toau,Atoll,"French Polynesia, Tuamotu group",-15.907,-146.0233,http://dpanther2.fiu.edu/worldAtolls/385. Toau.jpg,Platform 656.69 km2; lagoon 543.3km2 (Google Earth 06/21) Dmax 24m. Refs: A5; P10.,Platform 656.69 km2; lagoon 543.3km2 (Google Earth 06/21) Dmax 24m. Refs: A5; P10.,-16255239.399953421,-1793955.3459664648
Fakahina,Closed Atoll,"French Polynesia, Tuamotu group",-15.9851,-140.1331,http://dpanther2.fiu.edu/worldAtolls/386. Fakahina.jpg,Platform area 35.34 km2; lagoon 18.1 km2. Refs: Allen Coral Atlas 05/21; Salvat 2009.,Platform area 35.34 km2; lagoon 18.1 km2. Refs: Allen Coral Atlas 05/21; Salvat 2009.,-15599545.335282879,-1802997.327077693
,Atoll,"French Polynesia, Tuamotu group",-16.0809,-142.4241,http://dpanther2.fiu.edu/worldAtolls/387. Raroia.jpg,"Platform 391.56, lagoon 367.95 km2 with numerous pinnacles;  Dx̄ 32.2 m; Dmax 68 m. Refs: A4; A5","Platform 391.56, lagoon 367.95 km2 with numerous pinnacles;  Dx̄ 32.2 m; Dmax 68 m. Refs: A4; A5",-15854578.288690269,-1814093.3397816431
Niau,"Closed Atoll, Altered Salinity/Oxygen","French Polynesia, Tuamotu group",-16.1554,-146.3544,http://dpanther2.fiu.edu/worldAtolls/388. Niau.jpg,"Platform 58.53 km2. brackish-marine lagoon 31.88 km2, uplifted 5m; salinity brackish, 25-32‰.  Lagoon Dmax 6 m; Dx̄ 2 m with thick cyanobacterial mats. Refs: Allen Coral Atlas 05/21; Delriew-Trotten et al. 2018; Salvat 2009; Rougerie et al. 1997.","Platform 58.53 km2. brackish-marine lagoon 31.88 km2, uplifted 5m; salinity brackish, 25-32‰.  Lagoon Dmax 6 m; Dx̄ 2 m with thick cyanobacterial mats. Refs: Allen Coral Atlas 05/21; Delriew-Trotten et al. 2018; Salvat 2009; Rougerie et al. 1997.",-16292097.283355074,-1822725.9807767677
Fakarava,Atoll,"French Polynesia, Tuamotu group",-16.2928,-145.6084,http://dpanther2.fiu.edu/worldAtolls/390. Fakarava.jpg,"Platform area 1243.44. Lagoon 1112 km2; Dx̄ 45m, Dmax 60 m, renewal time 75 days. Refs: A5; P1; P10.","Platform area 1243.44. Lagoon 1112 km2; Dx̄ 45m, Dmax 60 m, renewal time 75 days. Refs: A5; P1; P10.",-16209052.94322329,-1838655.6627661109
Taenga,Atoll,"French Polynesia, Tuamotu group",-16.3574,-143.1398,http://dpanther2.fiu.edu/worldAtolls/391. Taenga.jpg,Platform area 194.05 km2; lagoon 168.97 km2 (Allen Coral Atlas 06/21) one pass at west. Dmax 14m. Refs: A5; P10.,Platform area 194.05 km2; lagoon 168.97 km2 (Allen Coral Atlas 06/21) one pass at west. Dmax 14m. Refs: A5; P10.,-15934249.648251018,-1846149.017551977
Katiu,Atoll,"French Polynesia, Tuamotu group",-16.4236,-144.3601,http://dpanther2.fiu.edu/worldAtolls/392. Katiu.jpg,"Platform area 262.67 km2, lagoon 229.1 km2 (Google Earth 06/21) Dmax 20m. Refs: A5;  P10 for depth.","Platform area 262.67 km2, lagoon 229.1 km2 (Google Earth 06/21) Dmax 20m. Refs: A5;  P10 for depth.",-16070092.822866049,-1853830.539416103
Rekareka,Closed Atoll,"French Polynesia, Tuamotu group",-16.834,-141.9218,http://dpanther2.fiu.edu/worldAtolls/393. Rekareka.jpg,Platform 5.2 km2; lagoon 0.7 km2; Dx̄ 1m. Renewal time 81 days. Refs: A1; P1.,Platform 5.2 km2; lagoon 0.7 km2; Dx̄ 1m. Renewal time 81 days. Refs: A1; P1.,-15798662.50846481,-1901510.1913650364
Makemo,Atoll,"French Polynesia, Tuamotu group",-16.618,-143.689,http://dpanther2.fiu.edu/worldAtolls/394. Makemo.jpg,"Platform area 737 km2, passes N & NW (Google Earth 06/21); lagoon area 603 km2. Dmean 18m, Dmax 60 m, renewal time 15 days. Refs: P1; P10.","Platform area 737 km2, passes N & NW (Google Earth 06/21); lagoon area 603 km2. Dmean 18m, Dmax 60 m, renewal time 15 days. Refs: P1; P10.",-15995386.312594682,-1876402.9262753602
Tuanake,Closed Atoll,"French Polynesia, Tuamotu group",-16.650784,-144.216049,http://dpanther2.fiu.edu/worldAtolls/395. Tuanake.jpg,"Platform area 38.0 km2; lagoon 25.68 km2, Dx̄ 25m, renewal time 17 days. Refs: A7; P1.","Platform area 38.0 km2; lagoon 25.68 km2, Dx̄ 25m, renewal time 17 days. Refs: A7; P1.",-16054057.138897786,-1880211.823373472
Nihiru,Closed Atoll,"French Polynesia, Tuamotu group",-16.6922,-142.8347,http://dpanther2.fiu.edu/worldAtolls/396. Nihiru.jpg,"Platform 100.2 km2, lagoon 80 km2; lagoon Dx̄ 20 m. Renewal time 17 days. Refs: A7; P1; A1.","Platform 100.2 km2, lagoon 80 km2; lagoon Dx̄ 20 m. Renewal time 17 days. Refs: A7; P1; A1.",-15900286.071609987,-1885024.532022397
Hiti,Closed Atoll,"French Polynesia, Tuamotu group",-16.7277,-144.0955,http://dpanther2.fiu.edu/worldAtolls/397. Hiti.jpg,"Platform 25.5 km2; Lagoon 15.0 km2; Dx̄ 10m, renewal time 3 days. Refs: A7; P1.","Platform 25.5 km2; Lagoon 15.0 km2; Dx̄ 10m, renewal time 3 days. Refs: A7; P1.",-16040637.685602147,-1889150.6075558076
Faaite,Atoll,"French Polynesia, Tuamotu group",-16.7506,-145.2421,http://dpanther2.fiu.edu/worldAtolls/398. Faaite.jpg,"Platform area 269.86 km2; lagoon 224.1 km2 (Google Earth 06/21), Dmax 20m. Refs: A5; P10 for depth.","Platform area 269.86 km2; lagoon 224.1 km2 (Google Earth 06/21), Dmax 20m. Refs: A5; P10 for depth.",-16168276.613745714,-1891812.6244342376
Tepoto Sud,Closed Atoll,"French Polynesia, Tuamotu group",-16.8206,-144.2804,http://dpanther2.fiu.edu/worldAtolls/399. Tepoto Sud.jpg,"Platform 6.2 km2; lagoon 1.6 km2; Dx̄ 5m, Dmax 10m. Renewal time 0.6 days. Sand apron high % of platform. Refs: A1; I3; P1.","Platform 6.2 km2; lagoon 1.6 km2; Dx̄ 5m, Dmax 10m. Renewal time 0.6 days. Sand apron high % of platform. Refs: A1; I3; P1.",-16061220.659449823,-1899951.7816884362
Tahanea,Atoll,"French Polynesia, Tuamotu group",-16.8646,-144.7778,http://dpanther2.fiu.edu/worldAtolls/400. Tahanea.jpg,"Platform  area 624.34; lagoon 546.2 km2 (Google Earth 06/21), Dx̄ 45m, Dmax 24 m. Renewal time 55 days. Refs: A5; P1; P10.","Platform  area 624.34; lagoon 546.2 km2 (Google Earth 06/21), Dx̄ 45m, Dmax 24 m. Renewal time 55 days. Refs: A5; P1; P10.",-16116590.974170396,-1905069.361412018
Marutea Nord,Closed Atoll,"French Polynesia, Tuamotu group",-17.0245,-143.1548,http://dpanther2.fiu.edu/worldAtolls/401. Martea.jpg,Platform 533.8 km2; lagoon 450.15 km2. Ref: Allen Coral Atlas 05/21; S3.,Platform 533.8 km2; lagoon 450.15 km2. Ref: Allen Coral Atlas 05/21; S3.,-15935919.440612916,-1923677.1708105863
Motutunga,Atoll,"French Polynesia, Tuamotu group",-17.1036,-144.3686,http://dpanther2.fiu.edu/worldAtolls/402. Motutunga.jpg,"Platform area 158.34 km2, lagoon 122.9 km2  with two passes at NW (Allen Coral Atlas 06/21). Ref: A5.","Platform area 158.34 km2, lagoon 122.9 km2  with two passes at NW (Allen Coral Atlas 06/21). Ref: A5.",-16071039.038537791,-1932888.0300632936
Tekokota,Closed Atoll,"French Polynesia, Tuamotu group",-17.3135,-142.5725,http://dpanther2.fiu.edu/worldAtolls/403. Tekokota.jpg,"Platform 7.3 km2; lagoon 5.1 km2; lagoon Dx̄ 3m, renewal time 0.3 days. Refs: A1; P1.","Platform 7.3 km2; lagoon 5.1 km2; lagoon Dx̄ 3m, renewal time 0.3 days. Refs: A1; P1.",-15871098.101123996,-1957349.0220348039
Tauere,Closed Atoll,"French Polynesia, Tuamotu group",-17.3772,-141.506,http://dpanther2.fiu.edu/worldAtolls/405. Tauere.jpg,Platform 18.2 km2; lagoon 8.2 km2. Refs: Allen Coral Atlas 05/21; S3.,Platform 18.2 km2; lagoon 8.2 km2. Refs: Allen Coral Atlas 05/21; S3.,-15752375.864192968,-1964777.9013856149
Anaa,Closed Atoll,"French Polynesia, Tuamotu group",-17.4134,-145.4918,http://dpanther2.fiu.edu/worldAtolls/406. Anaa.jpg,"Platform 137.90 km2 raised 6m; lagoon 91.44 km2, Dx̄ 4m, Dmax 10m, renewal time 9 days. Refs: A5; M4; P1; P7; P10; S3.","Platform 137.90 km2 raised 6m; lagoon 91.44 km2, Dx̄ 4m, Dmax 10m, renewal time 9 days. Refs: A5; M4; P1; P7; P10; S3.",-16196073.090596797,-1969000.802001266
Haraiki,Atoll,"French Polynesia, Tuamotu group",-17.4651,-143.4489,http://dpanther2.fiu.edu/worldAtolls/407. Haraiki.jpg,"Platform area 25 km2; lagoon 11.0 km2, Dx̄ 10m, renewal time 3 days. Refs: A1; D6; P1.","Platform area 25 km2; lagoon 11.0 km2, Dx̄ 10m, renewal time 3 days. Refs: A1; D6; P1.",-15968658.502855219,-1975033.3022810835
Hikueru,Closed Atoll,"French Polynesia, Tuamotu group",-17.5884,-142.6158,http://dpanther2.fiu.edu/worldAtolls/408. Hikueru.jpg,"Platform 107.0 km2; lagoon 82.0 km2; lagoon Dx̄ 25 m, renewal time 37 days. Refs: D6; P1.","Platform 107.0 km2; lagoon 82.0 km2; lagoon Dx̄ 25 m, renewal time 37 days. Refs: D6; P1.",-15875918.235075343,-1989427.2151395448
Amanu,Atoll,"French Polynesia, Tuamotu group",-17.8076,-140.7621,http://dpanther2.fiu.edu/worldAtolls/409. Amanu.jpg,"Platform area 235.13; lagoon 210 km2;  Dx̄ 30m, Dmax 62m. Renewal time 39 days. Refs: A5; P1; P10.","Platform area 235.13; lagoon 210 km2;  Dx̄ 30m, Dmax 62m. Renewal time 39 days. Refs: A5; P1; P10.",-15669565.29499185,-2015040.6979548163
Reitoru,Closed Atoll,"French Polynesia, Tuamotu group",-17.8555,-143.0744,http://dpanther2.fiu.edu/worldAtolls/410. Reitoru.jpg,"D-shaped platform 14.27 km2 (Allen Coral Atlas 06/21); lagoon 5.14 km2; large sand apron, esp. at S & SW lagoon. Lagoon area ref: S3.","D-shaped platform 14.27 km2 (Allen Coral Atlas 06/21); lagoon 5.14 km2; large sand apron, esp. at S & SW lagoon. Lagoon area ref: S3.",-15926969.353553137,-2020641.9823163713
Marokau,Closed Atoll,"French Polynesia, Tuamotu group",-18.0605,-142.2658,http://dpanther2.fiu.edu/worldAtolls/411. Marokau.jpg,"Platform 256 km2; lagoon 213.09 km2; lagoon Dx̄ 30 m, renewal time 55 days. Refs: A1; D6; P1; S3.","Platform 256 km2; lagoon 213.09 km2; lagoon Dx̄ 30 m, renewal time 55 days. Refs: A1; D6; P1; S3.",-15836956.413297694,-2044631.1796121
Pukarua,Closed Atoll,"French Polynesia, Tuamotu group",-18.3159,-137.0181,http://dpanther2.fiu.edu/worldAtolls/412. Pukarua.jpg,"Platform 51.63 km2. Lagoon area 28.92 km2, Dmax 35m, closed but with hoa functional at high tides. Refs: Allen Coral Atlas 05/21; S3, S5.","Platform 51.63 km2. Lagoon area 28.92 km2, Dmax 35m, closed but with hoa functional at high tides. Refs: Allen Coral Atlas 05/21; S3, S5.",-15252785.121461831,-2074557.4307261256
Hao,Atoll,"French Polynesia, Tuamotu group",-18.2471,-140.8738,http://dpanther2.fiu.edu/worldAtolls/413. Hao.jpg,"Platform area 497 km2, lagoon Dx̄ 40m, Dmax 61m, renewal time 90 days. Refs: P1; P10.","Platform area 497 km2, lagoon Dx̄ 40m, Dmax 61m, renewal time 90 days. Refs: P1; P10.",-15681999.682113457,-2066491.5378716576
Ravahere,Closed Atoll,"French Polynesia, Tuamotu group",-18.2358,-142.1475,http://dpanther2.fiu.edu/worldAtolls/414. Ravahere.jpg,Platform 74.23 km2 (Allen Coral Atlas 05/21); lagoon 44.56 km2. Southern 6 km2 of lagoon enclosed by sand ridges. Lagoon area ref: S3.,Platform 74.23 km2 (Allen Coral Atlas 05/21); lagoon 44.56 km2. Southern 6 km2 of lagoon enclosed by sand ridges. Lagoon area ref: S3.,-15823787.317536851,-2065167.067486773
Reao,Closed Atoll,"French Polynesia, Tuamotu group",-18.516,-136.3717,http://dpanther2.fiu.edu/worldAtolls/415. Reao.jpg,"Platform 74.5 km2. Lagoon area 38.96 km2, Dmax 20m. Hoa occasionally functional at high tides. Refs: Allen Coral Atlas 05/21; S3, S5.","Platform 74.5 km2. Lagoon area 38.96 km2, Dmax 20m. Hoa occasionally functional at high tides. Refs: Allen Coral Atlas 05/21; S3, S5.",-15180828.202613061,-2098034.7949895714
Nengonengo,Atoll,"French Polynesia, Tuamotu group",-18.7518,-141.8072,http://dpanther2.fiu.edu/worldAtolls/416. Nengonengo.jpg,Platform area 67.8 km2. Ref: A6.,Platform area 67.8 km2. Ref: A6.,-15785905.2948199,-2125736.067474391
Manuhangi,Closed Atoll,"French Polynesia, Tuamotu group",-19.2011,-141.2441,http://dpanther2.fiu.edu/worldAtolls/418. Manuhangi.jpg,Platform 15.05 km2; lagoon 8.19 km2. Refs: Allen Coral Atlas 05/21; S3. Atoll privately owned. See also Tetiaroa and Taiaro,Platform 15.05 km2; lagoon 8.19 km2. Refs: Allen Coral Atlas 05/21; S3. Atoll privately owned. See also Tetiaroa and Taiaro,-15723221.289554205,-2178626.5484864186
Paraoa,Closed Atoll,"French Polynesia, Tuamotu group",-19.1365,-140.69,http://dpanther2.fiu.edu/worldAtolls/419. Paraoa.jpg,Platform area 24.31 km2; lagoon 15.22 km2. Refs: Allen Coral Atlas 05/21; S3.,Platform area 24.31 km2; lagoon 15.22 km2. Refs: Allen Coral Atlas 05/21; S3.,-15661539.159705654,-2171013.1885426617
Vairaatea,Closed Atoll,"French Polynesia, Tuamotu group",-19.3491,-139.2201,http://dpanther2.fiu.edu/worldAtolls/420. Vairaatea.jpg,Platform area 22.15 km2. lagoon 12.71 km2. Refs: Allen Coral Atlas 05/21; S3.,Platform area 22.15 km2. lagoon 12.71 km2. Refs: Allen Coral Atlas 05/21; S3.,-15497910.640188621,-2196080.212704196
Pinaki,Closed Atoll,"French Polynesia, Tuamotu group",-19.3949,-138.6751,http://dpanther2.fiu.edu/worldAtolls/421. Pinaki.jpg,Platform area 4.1 km2 with large blocked hoa at west; lagoon 0.47 km2. Refs: Allen Coral Atlas 05/21; S3.,Platform area 4.1 km2 with large blocked hoa at west; lagoon 0.47 km2. Refs: Allen Coral Atlas 05/21; S3.,-15437241.51770629,-2201484.6165806116
Ahunui,Closed Atoll,"French Polynesia, Tuamotu group",-19.6342,-140.4093,http://dpanther2.fiu.edu/worldAtolls/422. Ahunui.jpg,"Platform 28.28 km2, lagoon 19.12 km2. Refs: Allen Coral Atlas 05/21; S3.","Platform 28.28 km2, lagoon 19.12 km2. Refs: Allen Coral Atlas 05/21; S3.",-15630291.778639983,-2229746.8724204456
Hereheretui,Closed Atoll,"French Polynesia, Tuamotu group",-19.8698,-144.959,http://dpanther2.fiu.edu/worldAtolls/423. Hereheretui.jpg,Platform area42.63 km2; lagoon 27.26 km2. Refs: A5; Salvat 2009.,Platform area42.63 km2; lagoon 27.26 km2. Refs: A5; Salvat 2009.,-16136762.065902142,-2257613.311389397
Anuanurunga,Closed Atoll,"French Polynesia, Tuamotu group",-20.6135,-143.287,http://dpanther2.fiu.edu/worldAtolls/424. Anuanurunga.jpg,Platform area 6.22 km2; lagoon 2.09 km2. Refs: A5; S3.,Platform area 6.22 km2; lagoon 2.09 km2. Refs: A5; S3.,-15950635.877295788,-2345851.8096422013
Nukutepipi,Closed Atoll,"French Polynesia, Tuamotu group",-20.7045,-143.052,http://dpanther2.fiu.edu/worldAtolls/425. Nukutepipi.jpg,"Platform area 5.5 km2; lagoon 2.2 km2, Dx̄= 15m; Dmax 17m. Ref: A5; S6.","Platform area 5.5 km2; lagoon 2.2 km2, Dx̄= 15m; Dmax 17m. Ref: A5; S6.",-15924475.796959369,-2356678.047115014
Anuanuraro,Closed Atoll,"French Polynesia, Tuamotu group",-20.436,-143.5355,http://dpanther2.fiu.edu/worldAtolls/426. Anuanuaro.jpg,"Platform area 14.46; lagoon 6.8 km2, Dmax 12m Refs: A5; S3; D3.","Platform area 14.46; lagoon 6.8 km2, Dmax 12m Refs: A5; S3; D3.",-15978298.770757915,-2324753.272114643
Vanavana,Closed Atoll,"French Polynesia, Tuamotu group",-20.7809,-139.1407,http://dpanther2.fiu.edu/worldAtolls/427. Vanavana.jpg,Platform area 8.01 km2 with very narrow channel between islands at west; lagoon area 2.41 km2. Ref: Allen Coral Atlas 05/21; S3.,Platform area 8.01 km2 with very narrow channel between islands at west; lagoon area 2.41 km2. Ref: Allen Coral Atlas 05/21; S3.,-15489071.872619638,-2365772.3463915256
Tureia,Closed Atoll,"French Polynesia, Tuamotu group",-20.8293,-138.539,http://dpanther2.fiu.edu/worldAtolls/428. Tureia.jpg,"Platform area 75.6 km2; lagoon area 57.76 km2, Dmax 65m, closed but with functional hoa at high tides. Ref: S3, S5.","Platform area 75.6 km2; lagoon area 57.76 km2, Dmax 65m, closed but with functional hoa at high tides. Ref: S3, S5.",-15422090.935009327,-2371536.0367789767
Tenararo,"Closed Atoll, Altered Salinity/Oxygen","French Polynesia, Tuamotu group",-21.3043,-136.7447,http://dpanther2.fiu.edu/worldAtolls/429. Tenararo.jpg,"Platform 6.2 km2.  Lagoon 1.74 km2, shallow & closed, often with high temp. and low O2 levels.  Refs: Allen Coral Atlas 05/21; S3.","Platform 6.2 km2.  Lagoon 1.74 km2, shallow & closed, often with high temp. and low O2 levels.  Refs: Allen Coral Atlas 05/21; S3.",-15222350.372678954,-2428200.3198624067
Vahanga,Closed Atoll,"French Polynesia, Tuamotu group",-21.3321,-136.651,http://dpanther2.fiu.edu/worldAtolls/430. Vahanga.jpg,Platform 11.45; lagoon area 4.87 km2. Refs: Allen Coral Atlas 05/21; S3,Platform 11.45; lagoon area 4.87 km2. Refs: Allen Coral Atlas 05/21; S3,-15211919.736391623,-2431522.306011106
